Destination,Departure Date,Airline, Price (USD) ,Number of Stops,Travel Time,Available Seats
San Francisco,7/7/2025,F9, $160.33 ,1,5H42M,3
San Francisco,7/7/2025,F9, $165.18 ,1,4H1M,3
San Francisco,7/7/2025,F9, $165.18 ,1,2H28M,3
San Francisco,7/7/2025,SY, $197.95 ,1,3H9M,9
San Francisco,7/7/2025,SY, $202.80 ,1,3H9M,9
San Francisco,7/7/2025,F9, $243.10 ,1,5H42M,3
San Francisco,7/7/2025,B6, $245.80 ,1,3H25M,1
San Francisco,7/7/2025,B6, $245.80 ,1,3H24M,1
San Francisco,7/7/2025,B6, $246.53 ,0,6H15M,1
San Francisco,7/7/2025,B6, $246.53 ,0,6H20M,1
San Francisco,7/7/2025,B6, $246.53 ,0,6H36M,1
San Francisco,7/7/2025,B6, $246.53 ,0,6H45M,1
San Francisco,7/7/2025,AS, $254.93 ,1,6H1M,3
San Francisco,7/7/2025,B6, $262.45 ,1,1H20M,1
San Francisco,7/7/2025,AS, $309.23 ,1,6H1M,3
San Francisco,7/7/2025,AS, $395.75 ,1,6H15M,7
San Francisco,7/7/2025,AS, $403.83 ,1,6H25M,3
San Francisco,7/7/2025,AS, $403.83 ,1,6H25M,3
San Francisco,7/7/2025,HA, $431.43 ,0,6H28M,7
San Francisco,7/7/2025,AS, $435.00 ,1,6H15M,7
San Francisco,7/7/2025,HA, $438.75 ,1,6H1M,7
San Francisco,7/7/2025,HA, $438.75 ,1,6H15M,7
San Francisco,7/7/2025,AS, $439.83 ,1,6H19M,7
San Francisco,7/7/2025,AS, $439.83 ,1,6H19M,7
San Francisco,7/7/2025,AS, $439.83 ,1,6H21M,7
San Francisco,7/7/2025,AS, $439.83 ,1,6H25M,7
San Francisco,7/7/2025,AS, $439.83 ,1,6H19M,7
San Francisco,7/7/2025,AS, $439.83 ,1,6H19M,7
San Francisco,7/7/2025,AS, $474.43 ,0,6H28M,7
San Francisco,7/7/2025,HA, $482.83 ,1,6H19M,7
San Francisco,7/7/2025,HA, $482.83 ,1,6H21M,7
San Francisco,7/7/2025,HA, $482.83 ,1,6H25M,7
San Francisco,7/7/2025,HA, $482.83 ,1,6H19M,7
San Francisco,7/7/2025,HA, $482.83 ,1,6H19M,7
San Francisco,7/7/2025,B6, $530.13 ,1,1H28M,1
San Francisco,7/7/2025,B6, $530.13 ,1,1H29M,1
San Francisco,7/7/2025,B6, $534.98 ,1,1H28M,1
San Francisco,7/7/2025,HA, $536.05 ,1,6H15M,7
San Francisco,7/7/2025,HA, $542.50 ,1,6H19M,7
San Francisco,7/7/2025,AS, $561.50 ,0,6H28M,7
San Francisco,7/7/2025,HA, $561.50 ,0,6H28M,7
San Francisco,7/7/2025,AS, $656.10 ,0,6H40M,7
San Francisco,7/7/2025,HA, $656.10 ,0,6H40M,7
San Francisco,7/7/2025,B6, $738.88 ,0,6H35M,7
San Francisco,7/7/2025,B6, $738.88 ,0,6H43M,7
San Francisco,7/7/2025,AS, $789.20 ,1,6H15M,7
San Francisco,7/7/2025,B6, $854.78 ,1,3H17M,1
San Francisco,7/7/2025,B6, $859.63 ,1,3H9M,1
San Francisco,7/7/2025,B6, $860.15 ,1,1H20M,1
San Francisco,7/7/2025,B6, $860.15 ,1,1H21M,1
San Francisco,7/7/2025,AS," $1,620.18 ",1,6H19M,7
San Francisco,7/7/2025,AS," $4,345.30 ",1,2H54M,3
San Francisco,7/7/2025,AS," $4,350.15 ",1,2H53M,3
London,7/7/2025,A1, $213.63 ,0,7H,9
London,7/7/2025,FI, $246.35 ,1,5H45M,9
London,7/7/2025,FI, $247.75 ,1,5H45M,9
London,7/7/2025,FI, $263.35 ,1,5H50M,9
London,7/7/2025,TP, $282.82 ,1,7H,9
London,7/7/2025,TP, $282.82 ,1,7H,9
London,7/7/2025,FI, $308.35 ,1,5H50M,9
London,7/7/2025,VS, $309.93 ,0,7H15M,9
London,7/7/2025,VS, $309.93 ,0,7H15M,9
London,7/7/2025,VS, $309.93 ,0,7H20M,9
London,7/7/2025,VS, $309.93 ,0,7H25M,9
London,7/7/2025,B6, $309.93 ,0,7H31M,1
London,7/7/2025,AC, $314.30 ,1,1H36M,9
London,7/7/2025,AC, $320.04 ,1,1H46M,9
London,7/7/2025,AC, $320.04 ,1,1H46M,9
London,7/7/2025,AC, $320.04 ,1,1H45M,9
London,7/7/2025,AC, $320.04 ,1,1H45M,9
London,7/7/2025,AC, $320.04 ,1,1H46M,9
London,7/7/2025,UA, $331.32 ,1,7H55M,3
London,7/7/2025,AF, $332.43 ,0,6H50M,6
London,7/7/2025,AF, $332.43 ,0,7H15M,6
London,7/7/2025,AF, $332.43 ,0,7H10M,9
London,7/7/2025,AF, $332.43 ,0,7H15M,9
London,7/7/2025,AF, $332.43 ,0,7H20M,9
London,7/7/2025,KL, $332.43 ,0,7H20M,9
London,7/7/2025,UA, $334.41 ,1,8H,9
London,7/7/2025,UA, $334.41 ,1,8H,6
London,7/7/2025,UA, $336.83 ,1,7H35M,9
London,7/7/2025,UA, $336.83 ,1,7H55M,9
London,7/7/2025,UA, $336.83 ,1,7H35M,9
London,7/7/2025,UA, $336.83 ,1,7H55M,9
London,7/7/2025,VS, $337.17 ,1,7H20M,9
London,7/7/2025,VS, $337.17 ,1,7H20M,9
London,7/7/2025,UA, $337.95 ,1,7H30M,9
London,7/7/2025,AZ, $339.40 ,1,8H35M,9
London,7/7/2025,AZ, $339.40 ,1,8H15M,9
London,7/7/2025,UA, $342.80 ,1,7H50M,9
London,7/7/2025,UA, $342.80 ,1,7H50M,9
London,7/7/2025,TP, $344.82 ,1,7H,9
London,7/7/2025,UA, $345.60 ,1,7H55M,8
London,7/7/2025,UA, $345.60 ,1,7H55M,8
London,7/7/2025,TP, $351.03 ,1,7H,9
London,7/7/2025,VS, $351.45 ,1,7H20M,9
London,7/7/2025,VS, $351.45 ,1,7H20M,9
London,7/7/2025,VS, $351.45 ,1,7H20M,9
London,7/7/2025,VS, $351.45 ,1,7H20M,9
London,7/7/2025,VS, $351.45 ,1,7H20M,9
London,7/7/2025,VS, $351.45 ,1,7H20M,9
London,7/7/2025,AZ, $353.68 ,1,8H35M,9
London,7/7/2025,AZ, $353.68 ,1,8H15M,9
London,7/7/2025,AZ, $353.68 ,1,8H40M,9
London,7/7/2025,AZ, $353.68 ,1,8H35M,9
London,7/7/2025,FI, $375.35 ,1,5H50M,7
London,7/7/2025,VS, $392.82 ,1,7H35M,9
London,7/7/2025,AF, $398.43 ,0,7H25M,5
London,7/7/2025,AS, $400.57 ,0,6H55M,7
London,7/7/2025,AS, $400.57 ,0,7H10M,7
London,7/7/2025,AS, $400.57 ,0,7H15M,7
London,7/7/2025,AS, $400.57 ,0,7H10M,3
London,7/7/2025,KL, $400.67 ,1,7H20M,9
London,7/7/2025,KL, $400.67 ,1,7H20M,9
London,7/7/2025,KL, $400.67 ,1,7H20M,9
London,7/7/2025,KL, $400.67 ,1,7H20M,9
London,7/7/2025,KL, $400.67 ,1,7H20M,9
London,7/7/2025,IB, $413.26 ,0,7H5M,9
London,7/7/2025,IB, $413.26 ,0,7H10M,9
London,7/7/2025,IB, $413.26 ,0,7H10M,9
London,7/7/2025,IB, $413.26 ,0,7H10M,9
London,7/7/2025,IB, $413.26 ,0,7H15M,9
London,7/7/2025,KL, $414.95 ,1,7H40M,9
London,7/7/2025,KL, $414.95 ,1,7H20M,9
London,7/7/2025,KL, $414.95 ,1,7H20M,9
London,7/7/2025,KL, $414.95 ,1,7H20M,9
London,7/7/2025,KL, $414.95 ,1,7H20M,9
London,7/7/2025,KL, $414.95 ,1,7H20M,9
London,7/7/2025,KL, $414.95 ,1,7H20M,9
London,7/7/2025,UA, $418.32 ,1,7H55M,9
London,7/7/2025,UA, $418.32 ,1,7H55M,9
London,7/7/2025,UA, $418.32 ,1,7H55M,9
London,7/7/2025,AY, $418.56 ,0,7H5M,2
London,7/7/2025,UA, $425.30 ,1,1H36M,5
London,7/7/2025,UA, $431.04 ,1,1H45M,9
London,7/7/2025,UA, $431.04 ,1,1H46M,9
London,7/7/2025,TP, $431.82 ,2,1H20M,4
London,7/7/2025,TP, $431.82 ,2,1H20M,4
London,7/7/2025,TP, $431.82 ,2,1H20M,4
London,7/7/2025,TP, $431.82 ,2,1H20M,4
London,7/7/2025,TP, $431.82 ,2,1H20M,4
London,7/7/2025,B6, $431.82 ,2,1H21M,1
London,7/7/2025,B6, $431.82 ,2,1H21M,1
London,7/7/2025,B6, $431.82 ,2,1H21M,1
London,7/7/2025,B6, $431.82 ,2,1H21M,1
London,7/7/2025,B6, $431.82 ,2,1H21M,1
London,7/7/2025,VS, $450.17 ,1,7H20M,6
London,7/7/2025,AF, $456.32 ,1,7H15M,9
London,7/7/2025,AF, $456.32 ,1,7H35M,9
London,7/7/2025,AF, $456.32 ,1,7H35M,9
London,7/7/2025,AF, $456.32 ,1,7H25M,9
London,7/7/2025,AF, $456.32 ,1,7H30M,9
London,7/7/2025,AF, $456.32 ,1,7H15M,9
London,7/7/2025,AF, $456.32 ,1,7H30M,9
London,7/7/2025,LX, $458.76 ,1,7H55M,9
London,7/7/2025,LX, $458.76 ,1,7H55M,9
London,7/7/2025,LX, $458.76 ,1,7H55M,9
London,7/7/2025,LX, $458.76 ,1,7H55M,9
London,7/7/2025,LX, $458.76 ,1,7H55M,9
London,7/7/2025,LX, $458.76 ,1,7H55M,9
London,7/7/2025,LH, $461.85 ,1,8H,9
London,7/7/2025,LH, $461.85 ,1,8H,9
London,7/7/2025,LH, $464.27 ,1,5H,9
London,7/7/2025,LH, $464.27 ,1,5H,9
London,7/7/2025,LH, $464.27 ,1,7H35M,9
London,7/7/2025,LH, $464.27 ,1,7H55M,9
London,7/7/2025,LH, $464.27 ,1,7H35M,9
London,7/7/2025,LH, $464.27 ,1,7H55M,9
London,7/7/2025,SN, $465.39 ,1,7H30M,9
London,7/7/2025,SN, $465.39 ,1,7H30M,9
London,7/7/2025,OS, $466.10 ,1,8H10M,9
London,7/7/2025,OS, $466.10 ,1,8H10M,9
London,7/7/2025,LX, $470.24 ,1,7H50M,9
London,7/7/2025,LX, $470.24 ,1,7H50M,9
London,7/7/2025,LX, $473.04 ,1,7H55M,9
London,7/7/2025,LX, $473.04 ,1,7H55M,9
London,7/7/2025,LX, $473.04 ,1,7H55M,9
London,7/7/2025,LH, $478.55 ,1,5H,9
London,7/7/2025,LH, $478.55 ,1,7H35M,9
London,7/7/2025,LH, $478.55 ,1,7H55M,9
London,7/7/2025,LH, $478.55 ,1,7H55M,9
London,7/7/2025,LH, $478.55 ,1,5H,9
London,7/7/2025,S4, $481.18 ,2,5H50M,2
London,7/7/2025,S4, $481.18 ,2,5H50M,2
London,7/7/2025,AV, $491.57 ,1,5H50M,9
London,7/7/2025,AV, $491.57 ,1,5H45M,9
London,7/7/2025,S4, $508.18 ,2,5H50M,2
London,7/7/2025,UA, $511.04 ,1,1H46M,9
London,7/7/2025,UA, $511.04 ,1,1H46M,9
London,7/7/2025,UA, $511.04 ,1,1H45M,9
London,7/7/2025,S4, $520.18 ,2,5H50M,6
London,7/7/2025,6X, $563.67 ,0,3H58M,9
London,7/7/2025,6X, $563.67 ,0,4H,9
London,7/7/2025,6X, $563.67 ,0,5H50M,9
London,7/7/2025,6X, $563.67 ,0,6H45M,9
London,7/7/2025,6X, $563.67 ,0,7H5M,9
London,7/7/2025,6X, $563.67 ,0,8H,9
London,7/7/2025,AY, $582.24 ,0,7H,6
London,7/7/2025,AY, $582.24 ,0,7H5M,8
London,7/7/2025,AY, $582.24 ,0,7H10M,9
London,7/7/2025,AY, $582.24 ,0,7H10M,9
London,7/7/2025,AY, $582.24 ,0,7H15M,9
London,7/7/2025,VS, $673.26 ,0,6H50M,9
London,7/7/2025,AY, $682.24 ,0,7H15M,1
London,7/7/2025,AT, $711.90 ,1,7H5M,9
London,7/7/2025,AT, $711.90 ,1,7H5M,9
London,7/7/2025,AT, $711.90 ,1,7H5M,9
London,7/7/2025,AT, $711.90 ,1,7H5M,9
London,7/7/2025,AT, $711.90 ,1,7H5M,9
London,7/7/2025,AY, $838.24 ,0,6H55M,3
London,7/7/2025,VS, $863.15 ,1,7H35M,7
London,7/7/2025,JU, $900.00 ,1,8H50M,7
London,7/7/2025,VS, $988.82 ,1,7H25M,9
London,7/7/2025,VS, $999.17 ,1,7H20M,9
London,7/7/2025,TP," $1,022.09 ",0,7H31M,4
London,7/7/2025,AF," $1,052.32 ",1,7H25M,9
London,7/7/2025,VS," $1,315.15 ",1,7H15M,3
London,7/7/2025,B6," $1,330.93 ",1,1H28M,1
London,7/7/2025,B6," $1,408.93 ",1,1H29M,7
London,7/7/2025,B6," $1,417.93 ",0,7H14M,7
London,7/7/2025,VS," $1,775.26 ",1,2H23M,8
London,7/7/2025,SK," $2,526.30 ",1,7H40M,9
London,7/7/2025,SK," $2,526.30 ",1,7H40M,9
Bangalore,7/7/2025,LH, $438.05 ,1,8H,9
Bangalore,7/7/2025,LH, $441.34 ,2,8H,4
Bangalore,7/7/2025,LH, $441.34 ,2,8H,4
Bangalore,7/7/2025,LH, $456.91 ,1,7H55M,9
Bangalore,7/7/2025,LH, $456.91 ,1,5H,9
Bangalore,7/7/2025,LH, $460.02 ,2,7H55M,9
Bangalore,7/7/2025,LH, $460.02 ,2,5H,9
Bangalore,7/7/2025,LH, $460.20 ,2,5H,9
Bangalore,7/7/2025,LH, $460.20 ,2,7H35M,9
Bangalore,7/7/2025,LH, $460.20 ,2,7H55M,4
Bangalore,7/7/2025,LH, $460.20 ,2,5H,4
Bangalore,7/7/2025,LH, $464.19 ,2,8H,9
Bangalore,7/7/2025,LH, $464.19 ,2,8H,9
Bangalore,7/7/2025,LH, $464.19 ,2,8H,9
Bangalore,7/7/2025,LH, $477.02 ,2,5H,9
Bangalore,7/7/2025,LH, $477.02 ,2,5H,9
Bangalore,7/7/2025,LH, $477.02 ,2,5H,9
Bangalore,7/7/2025,LH, $477.02 ,2,5H,9
Bangalore,7/7/2025,LH, $477.02 ,2,5H,9
Bangalore,7/7/2025,LH, $477.02 ,2,5H,9
Bangalore,7/7/2025,LH, $477.02 ,2,5H,9
Bangalore,7/7/2025,LH, $477.02 ,2,5H,9
Bangalore,7/7/2025,LH, $477.02 ,2,5H,9
Bangalore,7/7/2025,LH, $480.31 ,2,5H,4
Bangalore,7/7/2025,LH, $525.02 ,2,7H55M,4
Bangalore,7/7/2025,LH, $525.02 ,2,5H,4
Bangalore,7/7/2025,AI, $529.81 ,1,14H55M,9
Bangalore,7/7/2025,AI, $529.81 ,1,14H55M,9
Bangalore,7/7/2025,B6, $589.97 ,1,6H36M,1
Bangalore,7/7/2025,EY, $591.37 ,1,13H,9
Bangalore,7/7/2025,EY, $591.37 ,1,13H,9
Bangalore,7/7/2025,LH, $591.71 ,2,5H,9
Bangalore,7/7/2025,AF, $613.08 ,1,7H50M,6
Bangalore,7/7/2025,AF, $613.08 ,1,7H35M,8
Bangalore,7/7/2025,EY, $634.37 ,1,12H55M,9
Bangalore,7/7/2025,EY, $634.37 ,1,12H55M,9
Bangalore,7/7/2025,AI, $650.99 ,1,13H40M,9
Bangalore,7/7/2025,AI, $650.99 ,1,13H40M,9
Bangalore,7/7/2025,LH, $656.53 ,2,5H,9
Bangalore,7/7/2025,LH, $659.54 ,2,5H,4
Bangalore,7/7/2025,QR, $703.52 ,1,12H25M,9
Bangalore,7/7/2025,QR, $703.52 ,1,12H25M,9
Bangalore,7/7/2025,QR, $705.78 ,1,12H20M,9
Bangalore,7/7/2025,QR, $705.78 ,1,12H20M,9
Bangalore,7/7/2025,ET, $752.51 ,1,16H40M,7
Bangalore,7/7/2025,KL, $753.08 ,2,1H33M,2
Bangalore,7/7/2025,EK, $794.17 ,1,12H45M,9
Bangalore,7/7/2025,B6, $825.77 ,1,12H20M,7
Bangalore,7/7/2025,QR, $854.94 ,2,1H29M,9
Bangalore,7/7/2025,QR, $854.94 ,2,1H29M,9
Bangalore,7/7/2025,CX, $999.70 ,1,15H55M,9
Bangalore,7/7/2025,CX, $999.70 ,1,15H50M,9
Bangalore,7/7/2025,AF," $1,070.53 ",2,6H50M,3
Bangalore,7/7/2025,KL," $1,119.35 ",2,7H20M,9
Bangalore,7/7/2025,KL," $1,119.35 ",2,7H20M,9
Bangalore,7/7/2025,AF," $1,119.47 ",2,7H50M,6
Bangalore,7/7/2025,AF," $1,119.47 ",2,7H35M,9
Bangalore,7/7/2025,KL," $1,119.47 ",2,7H50M,2
Bangalore,7/7/2025,KL," $1,119.47 ",2,7H50M,2
Bangalore,7/7/2025,AF," $1,119.65 ",2,7H50M,6
Bangalore,7/7/2025,AF," $1,119.65 ",2,7H35M,9
Bangalore,7/7/2025,KL," $1,187.24 ",1,7H40M,9
Bangalore,7/7/2025,KL," $1,187.24 ",1,7H40M,9
Bangalore,7/7/2025,KL," $1,209.86 ",2,7H20M,9
Bangalore,7/7/2025,KL," $1,209.86 ",2,7H20M,9
Singapore,7/7/2025,KE, $460.07 ,2,2H20M,9
Singapore,7/7/2025,AS, $534.56 ,2,6H15M,3
Singapore,7/7/2025,B6, $534.56 ,2,5H40M,1
Singapore,7/7/2025,AS, $540.69 ,2,6H15M,3
Singapore,7/7/2025,AS, $540.69 ,2,6H15M,3
Singapore,7/7/2025,CX, $569.28 ,1,15H50M,9
Singapore,7/7/2025,CX, $569.28 ,1,15H55M,9
Singapore,7/7/2025,CX, $569.28 ,1,15H50M,9
Singapore,7/7/2025,CX, $570.22 ,1,15H55M,9
Singapore,7/7/2025,B6, $683.56 ,2,1H21M,1
Singapore,7/7/2025,AS, $688.41 ,2,6H1M,3
Singapore,7/7/2025,B6, $688.41 ,2,5H59M,1
Singapore,7/7/2025,B6, $689.69 ,2,1H21M,1
Singapore,7/7/2025,CI, $737.92 ,1,16H,9
Singapore,7/7/2025,UL, $779.91 ,2,12H55M,9
Singapore,7/7/2025,KE, $820.92 ,2,2H23M,1
Singapore,7/7/2025,KE, $820.92 ,2,2H23M,1
Singapore,7/7/2025,B6, $843.77 ,1,12H15M,7
Singapore,7/7/2025,B6, $843.77 ,1,12H20M,7
Singapore,7/7/2025,B6, $847.56 ,2,6H,1
Singapore,7/7/2025,AS, $847.56 ,2,6H19M,7
Singapore,7/7/2025,AI, $853.14 ,1,13H40M,9
Singapore,7/7/2025,B6, $853.69 ,2,6H,1
Singapore,7/7/2025,AS, $853.69 ,2,6H19M,7
Singapore,7/7/2025,AS, $853.69 ,2,6H19M,7
Singapore,7/7/2025,QR, $943.17 ,1,12H20M,9
Singapore,7/7/2025,QR, $943.17 ,1,12H25M,9
Singapore,7/7/2025,BR, $950.92 ,1,15H55M,9
Singapore,7/7/2025,BR, $950.92 ,1,15H55M,9
Singapore,7/7/2025,B6, $974.78 ,2,6H,1
Singapore,7/7/2025,B6, $974.78 ,2,6H,1
Singapore,7/7/2025,AS, $982.41 ,2,6H25M,7
Singapore,7/7/2025,CX, $986.28 ,1,15H40M,9
Singapore,7/7/2025,EY," $1,009.37 ",1,12H55M,9
Singapore,7/7/2025,EK," $1,031.37 ",1,12H45M,9
Singapore,7/7/2025,KE," $1,041.07 ",2,2H20M,9
Singapore,7/7/2025,KE," $1,041.07 ",2,2H42M,9
Singapore,7/7/2025,TK," $1,046.68 ",1,10H5M,9
Singapore,7/7/2025,B6," $1,086.07 ",2,1H20M,1
Singapore,7/7/2025,QR," $1,095.59 ",2,1H28M,9
Singapore,7/7/2025,QR," $1,095.59 ",2,1H21M,9
Singapore,7/7/2025,UL," $1,194.32 ",2,12H25M,8
Singapore,7/7/2025,UL," $1,196.58 ",2,12H20M,9
Singapore,7/7/2025,QR," $1,267.59 ",2,2H48M,9
Singapore,7/7/2025,6X," $1,751.87 ",1,4H,9
Singapore,7/7/2025,6X," $1,751.87 ",1,5H50M,9
Singapore,7/7/2025,6X," $1,751.87 ",1,6H45M,9
Singapore,7/7/2025,LH," $2,601.68 ",1,8H,9
Singapore,7/7/2025,SQ," $3,100.99 ",0,21H55M,9
Singapore,7/7/2025,LX," $3,220.68 ",1,7H55M,9
Singapore,7/7/2025,MH," $3,383.58 ",1,7H15M,9
Singapore,7/7/2025,EK," $3,758.37 ",1,12H35M,7
Singapore,7/7/2025,SQ," $3,852.88 ",0,19H15M,9
Singapore,7/7/2025,LX," $3,944.59 ",1,7H55M,9
Singapore,7/7/2025,LX," $3,944.59 ",1,7H55M,9
Singapore,7/7/2025,CX," $4,804.84 ",1,15H50M,9
Singapore,7/7/2025,SQ," $5,045.63 ",1,7H45M,9
Singapore,7/7/2025,CA," $5,266.40 ",1,16H45M,4
Singapore,7/7/2025,NH," $5,511.06 ",1,14H,9
Singapore,7/7/2025,MU," $5,726.22 ",1,15H,9
Tel Aviv,7/7/2025,H4, $384.67 ,1,9H,9
Tel Aviv,7/7/2025,AT, $494.55 ,1,7H5M,9
Tel Aviv,7/7/2025,AT, $494.55 ,1,7H5M,9
Tel Aviv,7/7/2025,IB, $500.37 ,1,7H55M,4
Tel Aviv,7/7/2025,EY, $598.37 ,1,13H,9
Tel Aviv,7/7/2025,EY, $598.37 ,1,13H,9
Tel Aviv,7/7/2025,EY, $641.37 ,1,12H55M,9
Tel Aviv,7/7/2025,EY, $641.37 ,1,12H55M,9
Tel Aviv,7/7/2025,B6, $651.57 ,0,10H20M,7
Tel Aviv,7/7/2025,B6, $651.57 ,0,10H20M,7
Tel Aviv,7/7/2025,B6, $651.57 ,0,10H20M,7
Tel Aviv,7/7/2025,B6, $651.57 ,0,10H20M,7
Tel Aviv,7/7/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/7/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/7/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/7/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/7/2025,LY, $692.03 ,0,10H21M,9
Tel Aviv,7/7/2025,AZ, $764.63 ,1,8H40M,9
Tel Aviv,7/7/2025,AZ, $764.63 ,1,8H35M,9
Tel Aviv,7/7/2025,AZ, $764.63 ,1,8H40M,9
Tel Aviv,7/7/2025,B6, $773.57 ,1,1H28M,1
Tel Aviv,7/7/2025,AC, $805.84 ,1,1H45M,9
Tel Aviv,7/7/2025,AC, $805.84 ,1,1H46M,9
Tel Aviv,7/7/2025,SN, $848.85 ,1,7H30M,4
Tel Aviv,7/7/2025,SN, $848.85 ,1,7H30M,9
Tel Aviv,7/7/2025,OS, $849.56 ,1,8H10M,9
Tel Aviv,7/7/2025,LH, $854.28 ,1,8H,9
Tel Aviv,7/7/2025,LH, $854.28 ,1,8H,9
Tel Aviv,7/7/2025,SN, $854.28 ,1,8H,9
Tel Aviv,7/7/2025,SN, $854.28 ,1,8H,9
Tel Aviv,7/7/2025,LH, $864.17 ,1,5H,9
Tel Aviv,7/7/2025,LH, $864.17 ,1,7H35M,9
Tel Aviv,7/7/2025,LH, $864.17 ,1,7H55M,9
Tel Aviv,7/7/2025,LH, $864.17 ,1,5H,9
Tel Aviv,7/7/2025,SN, $864.17 ,1,7H35M,9
Tel Aviv,7/7/2025,SN, $864.17 ,1,7H55M,9
Tel Aviv,7/7/2025,SN, $864.17 ,1,7H35M,9
Tel Aviv,7/7/2025,SN, $867.99 ,2,8H,9
Tel Aviv,7/7/2025,AF, $870.63 ,1,7H35M,9
Tel Aviv,7/7/2025,AF, $870.63 ,1,7H25M,9
Tel Aviv,7/7/2025,LO, $874.39 ,1,8H45M,5
Tel Aviv,7/7/2025,LO, $874.39 ,1,8H30M,9
Tel Aviv,7/7/2025,LO, $874.39 ,1,8H45M,9
Tel Aviv,7/7/2025,TP, $878.22 ,1,7H,4
Tel Aviv,7/7/2025,B6, $906.57 ,1,1H29M,7
Tel Aviv,7/7/2025,B6," $1,005.22 ",2,1H35M,4
Tel Aviv,7/7/2025,LO," $1,107.99 ",1,8H30M,4
Tel Aviv,7/7/2025,LO," $1,121.60 ",2,8H45M,4
Tel Aviv,7/7/2025,LO," $1,121.60 ",2,8H45M,4
Tel Aviv,7/7/2025,AZ," $1,131.63 ",1,8H35M,9
Tel Aviv,7/7/2025,AZ," $1,131.63 ",1,8H15M,9
Tel Aviv,7/7/2025,AF," $1,194.31 ",1,7H15M,6
Tel Aviv,7/7/2025,KL," $1,237.51 ",1,7H20M,9
Tel Aviv,7/7/2025,KL," $1,237.51 ",1,7H20M,9
Tel Aviv,7/7/2025,AF," $1,237.51 ",1,7H20M,9
Tel Aviv,7/7/2025,AF," $1,237.51 ",1,7H20M,9
Tel Aviv,7/7/2025,KL," $1,324.11 ",1,7H40M,9
Tel Aviv,7/7/2025,KL," $1,324.11 ",1,7H40M,9
Tel Aviv,7/7/2025,KL," $1,324.11 ",2,1H33M,9
Tel Aviv,7/7/2025,AF," $1,324.31 ",1,7H35M,9
Tel Aviv,7/7/2025,AF," $1,324.31 ",1,7H30M,9
Tel Aviv,7/7/2025,AF," $1,324.31 ",1,7H35M,9
Tel Aviv,7/7/2025,AF," $1,324.31 ",1,7H30M,9
Tel Aviv,7/7/2025,AF," $1,324.31 ",1,7H15M,9
Tel Aviv,7/7/2025,ET," $1,355.50 ",1,16H40M,7
Tel Aviv,7/7/2025,B6," $1,484.03 ",1,1H29M,7
Tel Aviv,7/7/2025,ET," $1,485.50 ",1,16H40M,7
Tel Aviv,7/7/2025,LY," $1,892.03 ",1,1H48M,9
Tel Aviv,7/7/2025,EK," $2,735.17 ",1,12H35M,7
Tel Aviv,7/7/2025,EK," $2,735.17 ",1,12H35M,7
Tel Aviv,7/7/2025,LX," $4,883.50 ",1,7H50M,9
San Francisco,7/8/2025,F9, $156.03 ,1,5H42M,3
San Francisco,7/8/2025,F9, $156.03 ,1,2H55M,3
San Francisco,7/8/2025,F9, $160.88 ,1,4H1M,3
San Francisco,7/8/2025,F9, $160.88 ,1,2H28M,3
San Francisco,7/8/2025,F9, $160.88 ,1,5H42M,3
San Francisco,7/8/2025,SY, $163.55 ,1,3H9M,9
San Francisco,7/8/2025,B6, $170.00 ,1,3H17M,1
San Francisco,7/8/2025,B6, $172.35 ,0,6H15M,1
San Francisco,7/8/2025,B6, $172.35 ,0,6H20M,1
San Francisco,7/8/2025,B6, $172.35 ,0,6H35M,1
San Francisco,7/8/2025,B6, $172.35 ,0,6H36M,1
San Francisco,7/8/2025,B6, $174.85 ,1,3H,1
San Francisco,7/8/2025,AS, $180.75 ,1,6H1M,3
San Francisco,7/8/2025,AS, $180.75 ,1,6H25M,3
San Francisco,7/8/2025,B6, $185.05 ,1,1H20M,1
San Francisco,7/8/2025,B6, $185.05 ,1,1H28M,1
San Francisco,7/8/2025,B6, $185.05 ,1,1H20M,1
San Francisco,7/8/2025,B6, $185.05 ,1,1H29M,1
San Francisco,7/8/2025,B6, $185.05 ,1,1H21M,1
San Francisco,7/8/2025,B6, $189.90 ,1,1H28M,1
San Francisco,7/8/2025,AS, $226.45 ,1,6H25M,3
San Francisco,7/8/2025,AS, $226.45 ,1,6H25M,3
San Francisco,7/8/2025,AS, $226.45 ,1,6H25M,3
San Francisco,7/8/2025,AS, $230.75 ,1,6H1M,3
San Francisco,7/8/2025,AS, $251.70 ,1,6H19M,3
San Francisco,7/8/2025,AS, $251.70 ,1,6H19M,3
San Francisco,7/8/2025,AS, $263.53 ,1,6H15M,7
San Francisco,7/8/2025,AS, $292.55 ,1,6H19M,3
San Francisco,7/8/2025,AS, $292.55 ,1,6H21M,3
San Francisco,7/8/2025,AS, $292.55 ,1,6H19M,7
San Francisco,7/8/2025,HA, $306.53 ,1,6H15M,1
San Francisco,7/8/2025,AS, $326.43 ,1,6H15M,7
San Francisco,7/8/2025,AS, $331.80 ,1,6H21M,3
San Francisco,7/8/2025,HA, $367.80 ,1,6H1M,7
