Destination,Departure Date,Airline,Price (USD) ,Number of Stops,Travel Time,Available Seats,Travel Time Str
Tel Aviv,2025-07-08,LH,864.17,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-08,LH,864.17,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-08,SN,864.17,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-08,SN,864.17,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-08,SN,867.99,2,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-08,AF,870.63,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-08,AF,870.63,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-08,LO,874.39,1,0 days 08:45:00,9,08:45
Tel Aviv,2025-07-08,LO,874.39,1,0 days 08:30:00,9,08:30
Tel Aviv,2025-07-08,TP,878.22,1,0 days 07:00:00,4,07:00
Tel Aviv,2025-07-08,SN,880.76,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-08,B6,993.22,2,0 days 01:35:00,4,01:35
Tel Aviv,2025-07-08,LO,1107.99,1,0 days 08:30:00,4,08:30
Tel Aviv,2025-07-08,LO,1121.6,2,0 days 08:45:00,4,08:45
Tel Aviv,2025-07-08,KL,1194.11,1,0 days 07:25:00,1,07:25
Tel Aviv,2025-07-08,AF,1194.31,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-08,KL,1237.51,1,0 days 07:20:00,9,07:20
Tel Aviv,2025-07-08,KL,1237.51,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-08,AF,1237.51,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-08,AF,1237.51,1,0 days 07:20:00,9,07:20
Tel Aviv,2025-07-08,AF,1324.31,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-08,AF,1324.31,1,0 days 07:15:00,9,07:15
Tel Aviv,2025-07-08,ET,1355.5,1,0 days 16:45:00,7,16:45
Tel Aviv,2025-07-08,ET,1485.5,1,0 days 16:45:00,7,16:45
Tel Aviv,2025-07-08,EK,1554.17,1,0 days 12:35:00,8,12:35
Tel Aviv,2025-07-08,IB,1780.93,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-08,LX,4883.5,1,0 days 07:50:00,9,07:50
San Francisco,2025-07-09,F9,156.03,1,0 days 05:42:00,3,05:42
San Francisco,2025-07-09,F9,156.03,1,0 days 02:55:00,3,02:55
San Francisco,2025-07-09,F9,160.88,1,0 days 04:01:00,3,04:01
San Francisco,2025-07-09,F9,160.88,1,0 days 02:28:00,3,02:28
San Francisco,2025-07-09,F9,160.88,1,0 days 05:42:00,3,05:42
San Francisco,2025-07-09,SY,163.55,1,0 days 03:09:00,9,03:09
San Francisco,2025-07-09,B6,172.35,0,0 days 06:15:00,1,06:15
San Francisco,2025-07-09,B6,172.35,0,0 days 06:20:00,1,06:20
San Francisco,2025-07-09,B6,172.35,0,0 days 06:35:00,1,06:35
San Francisco,2025-07-09,B6,172.35,0,0 days 06:36:00,1,06:36
San Francisco,2025-07-09,B6,172.35,0,0 days 06:45:00,1,06:45
San Francisco,2025-07-09,B6,174.85,1,0 days 03:00:00,1,03:00
San Francisco,2025-07-09,AS,180.75,1,0 days 06:01:00,3,06:01
San Francisco,2025-07-09,AS,180.75,1,0 days 06:21:00,3,06:21
San Francisco,2025-07-09,AS,180.75,1,0 days 06:25:00,3,06:25
San Francisco,2025-07-09,B6,210.33,1,0 days 03:25:00,1,03:25
San Francisco,2025-07-09,AS,226.45,1,0 days 06:25:00,3,06:25
San Francisco,2025-07-09,AS,230.75,1,0 days 06:01:00,3,06:01
San Francisco,2025-07-09,AS,232.35,1,0 days 06:19:00,3,06:19
San Francisco,2025-07-09,AS,249.75,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-09,HA,249.75,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-09,AS,301.35,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-09,AS,301.35,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-09,HA,301.35,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-09,HA,301.35,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-09,AS,323.73,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-09,AS,326.43,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-09,AS,331.8,1,0 days 06:21:00,3,06:21
San Francisco,2025-07-09,AS,347.38,1,0 days 06:19:00,3,06:19
San Francisco,2025-07-09,HA,367.8,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-09,HA,395.23,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-09,HA,401.13,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-09,HA,452.2,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-09,HA,481.75,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-09,AS,546.25,1,0 days 06:15:00,3,06:15
San Francisco,2025-07-09,B6,694.6,1,0 days 01:20:00,1,01:20
San Francisco,2025-07-09,B6,694.6,1,0 days 01:28:00,1,01:28
San Francisco,2025-07-09,B6,694.6,1,0 days 01:29:00,1,01:29
San Francisco,2025-07-09,B6,694.6,1,0 days 01:21:00,1,01:21
San Francisco,2025-07-09,B6,699.45,1,0 days 01:28:00,1,01:28
San Francisco,2025-07-09,B6,732.23,1,0 days 03:17:00,1,03:17
San Francisco,2025-07-09,B6,738.88,0,0 days 06:43:00,7,06:43
San Francisco,2025-07-09,B6,1010.65,1,0 days 06:00:00,1,06:00
San Francisco,2025-07-09,AS,4345.3,1,0 days 02:54:00,3,02:54
San Francisco,2025-07-09,AS,4350.15,1,0 days 02:53:00,3,02:53
London,2025-07-09,A1,213.63,0,0 days 07:00:00,9,07:00
London,2025-07-09,FI,263.35,1,0 days 05:50:00,9,05:50
London,2025-07-09,TP,282.82,1,0 days 07:00:00,9,07:00
London,2025-07-09,FI,308.35,1,0 days 05:50:00,9,05:50
London,2025-07-09,VS,309.93,0,0 days 07:10:00,9,07:10
London,2025-07-09,VS,309.93,0,0 days 07:15:00,9,07:15
London,2025-07-09,VS,309.93,0,0 days 07:20:00,9,07:20
London,2025-07-09,VS,309.93,0,0 days 07:25:00,9,07:25
London,2025-07-09,VS,309.93,0,0 days 07:36:00,9,07:36
London,2025-07-09,B6,309.93,0,0 days 07:14:00,1,07:14
London,2025-07-09,B6,309.93,0,0 days 07:31:00,1,07:31
London,2025-07-09,VS,309.93,1,0 days 01:33:00,6,01:33
London,2025-07-09,AC,314.3,1,0 days 01:36:00,9,01:36
London,2025-07-09,AC,320.04,1,0 days 01:46:00,9,01:46
London,2025-07-09,AC,320.04,1,0 days 01:45:00,9,01:45
London,2025-07-09,KL,332.43,0,0 days 07:15:00,9,07:15
London,2025-07-09,KL,332.43,0,0 days 07:20:00,9,07:20
London,2025-07-09,KL,332.43,0,0 days 07:25:00,9,07:25
London,2025-07-09,KL,332.43,0,0 days 07:36:00,9,07:36
London,2025-07-09,UA,336.83,1,0 days 07:35:00,9,07:35
London,2025-07-09,UA,336.83,1,0 days 07:55:00,9,07:55
London,2025-07-09,VS,337.17,1,0 days 07:20:00,9,07:20
London,2025-07-09,FI,339.35,1,0 days 05:50:00,9,05:50
London,2025-07-09,TP,344.82,1,0 days 07:00:00,9,07:00
London,2025-07-09,TP,351.03,1,0 days 07:00:00,9,07:00
London,2025-07-09,AZ,353.68,1,0 days 08:35:00,9,08:35
London,2025-07-09,AZ,353.68,1,0 days 08:40:00,9,08:40
London,2025-07-09,UA,375.3,1,0 days 01:36:00,8,01:36
London,2025-07-09,FI,375.35,1,0 days 05:45:00,6,05:45
London,2025-07-09,VS,375.93,1,0 days 01:48:00,9,01:48
London,2025-07-09,VS,375.93,1,0 days 01:25:00,9,01:25
London,2025-07-09,UA,381.04,1,0 days 01:46:00,8,01:46
London,2025-07-09,VS,392.82,1,0 days 07:15:00,9,07:15
London,2025-07-09,VS,392.82,1,0 days 07:35:00,9,07:35
London,2025-07-09,VS,392.82,1,0 days 07:30:00,9,07:30
London,2025-07-09,UA,395.41,1,0 days 08:00:00,9,08:00
London,2025-07-09,AS,400.57,0,0 days 06:55:00,7,06:55
London,2025-07-09,AS,400.57,0,0 days 07:10:00,3,07:10
London,2025-07-09,AS,400.57,0,0 days 07:15:00,3,07:15
London,2025-07-09,KL,400.67,1,0 days 07:20:00,9,07:20
London,2025-07-09,AZ,405.4,1,0 days 08:35:00,9,08:35
London,2025-07-09,IB,413.26,0,0 days 06:55:00,9,06:55
London,2025-07-09,IB,413.26,0,0 days 07:00:00,9,07:00
London,2025-07-09,IB,413.26,0,0 days 07:05:00,9,07:05
London,2025-07-09,IB,413.26,0,0 days 07:10:00,9,07:10
London,2025-07-09,IB,413.26,0,0 days 07:15:00,9,07:15
London,2025-07-09,IB,413.26,0,0 days 07:15:00,8,07:15
London,2025-07-09,KL,414.95,1,0 days 07:40:00,9,07:40
London,2025-07-09,KL,414.95,1,0 days 07:20:00,9,07:20
London,2025-07-09,UA,431.04,1,0 days 01:46:00,4,01:46
London,2025-07-09,UA,431.04,1,0 days 01:45:00,4,01:45
London,2025-07-09,UA,431.04,1,0 days 01:45:00,9,01:45
London,2025-07-09,UA,431.04,1,0 days 01:46:00,9,01:46
London,2025-07-09,TP,431.82,2,0 days 01:20:00,4,01:20
London,2025-07-09,VS,441.26,0,0 days 06:50:00,9,06:50
London,2025-07-09,S4,446.18,2,0 days 05:50:00,6,05:50
London,2025-07-09,UA,453.8,1,0 days 07:50:00,9,07:50
London,2025-07-09,AF,456.32,1,0 days 07:15:00,9,07:15
London,2025-07-09,AF,456.32,1,0 days 07:35:00,9,07:35
London,2025-07-09,AF,456.32,1,0 days 07:25:00,9,07:25
London,2025-07-09,AF,456.32,1,0 days 07:30:00,9,07:30
London,2025-07-09,LX,458.76,1,0 days 07:55:00,9,07:55
London,2025-07-09,LH,461.85,1,0 days 08:00:00,9,08:00
London,2025-07-09,KL,463.76,0,0 days 06:50:00,5,06:50
London,2025-07-09,KL,463.76,0,0 days 07:15:00,5,07:15
London,2025-07-09,KL,463.76,0,0 days 07:10:00,8,07:10
London,2025-07-09,LH,464.27,1,0 days 05:00:00,9,05:00
London,2025-07-09,LH,464.27,1,0 days 07:35:00,9,07:35
London,2025-07-09,LH,464.27,1,0 days 07:55:00,9,07:55
London,2025-07-09,SN,465.39,1,0 days 07:30:00,9,07:30
London,2025-07-09,OS,466.1,1,0 days 08:10:00,9,08:10
London,2025-07-09,KL,466.67,1,0 days 07:20:00,9,07:20
London,2025-07-09,LX,470.24,1,0 days 07:50:00,9,07:50
London,2025-07-09,LX,473.04,1,0 days 07:55:00,9,07:55
London,2025-07-09,FI,475.75,1,0 days 05:45:00,9,05:45
London,2025-07-09,LH,478.55,1,0 days 05:00:00,9,05:00
London,2025-07-09,LH,478.55,1,0 days 07:35:00,9,07:35
London,2025-07-09,LH,478.55,1,0 days 07:55:00,9,07:55
London,2025-07-09,KL,480.95,1,0 days 07:20:00,9,07:20
London,2025-07-09,AV,491.57,1,0 days 05:50:00,9,05:50
London,2025-07-09,AV,491.57,1,0 days 05:45:00,9,05:45
London,2025-07-09,UA,521.32,1,0 days 07:55:00,1,07:55
London,2025-07-09,UA,521.32,1,0 days 07:55:00,4,07:55
London,2025-07-09,VS,563.26,0,0 days 07:15:00,4,07:15
London,2025-07-09,VS,563.26,1,0 days 01:48:00,9,01:48
London,2025-07-09,6X,563.67,0,0 days 03:58:00,9,03:58
London,2025-07-09,6X,563.67,0,0 days 04:00:00,9,04:00
London,2025-07-09,6X,563.67,0,0 days 05:50:00,9,05:50
London,2025-07-09,6X,563.67,0,0 days 06:45:00,9,06:45
London,2025-07-09,6X,563.67,0,0 days 07:05:00,9,07:05
London,2025-07-09,6X,563.67,0,0 days 08:00:00,9,08:00
London,2025-07-09,JU,700.0,1,0 days 08:50:00,7,08:50
London,2025-07-09,AT,711.9,1,0 days 07:05:00,9,07:05
London,2025-07-09,B6,811.93,1,0 days 01:29:00,1,01:29
London,2025-07-09,B6,811.93,1,0 days 01:28:00,1,01:28
London,2025-07-09,VS,988.82,1,0 days 07:25:00,9,07:25
London,2025-07-09,VS,988.82,1,0 days 07:35:00,6,07:35
London,2025-07-09,TP,1022.09,0,0 days 07:31:00,4,07:31
London,2025-07-09,FI,1033.35,1,0 days 05:45:00,2,05:45
London,2025-07-09,AF,1052.32,1,0 days 07:25:00,9,07:25
London,2025-07-09,VS,1298.26,1,0 days 02:23:00,9,02:23
London,2025-07-09,SK,2526.3,1,0 days 07:40:00,9,07:40
London,2025-07-09,SK,2539.72,1,0 days 07:45:00,9,07:45
Bangalore,2025-07-09,LH,438.05,1,0 days 08:00:00,9,08:00
Bangalore,2025-07-09,LH,441.34,2,0 days 08:00:00,4,08:00
Bangalore,2025-07-09,LH,456.91,1,0 days 07:55:00,9,07:55
Bangalore,2025-07-09,LH,456.91,1,0 days 05:00:00,9,05:00
Bangalore,2025-07-09,LH,460.02,2,0 days 07:55:00,9,07:55
Bangalore,2025-07-09,LH,460.2,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-09,LH,460.2,2,0 days 07:35:00,9,07:35
Bangalore,2025-07-09,LH,460.2,2,0 days 07:55:00,4,07:55
Bangalore,2025-07-09,LH,460.2,2,0 days 05:00:00,4,05:00
Bangalore,2025-07-09,LH,464.19,2,0 days 08:00:00,9,08:00
Bangalore,2025-07-09,LH,477.02,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-09,LH,480.31,2,0 days 05:00:00,4,05:00
Bangalore,2025-07-09,LH,525.02,2,0 days 07:55:00,4,07:55
Bangalore,2025-07-09,LH,525.02,2,0 days 05:00:00,4,05:00
Bangalore,2025-07-09,AI,624.81,1,0 days 14:55:00,9,14:55
Bangalore,2025-07-09,LH,659.36,2,0 days 07:55:00,9,07:55
Bangalore,2025-07-09,AF,664.99,1,0 days 07:35:00,2,07:35
Bangalore,2025-07-09,QR,703.52,1,0 days 12:25:00,9,12:25
Bangalore,2025-07-09,QR,705.78,1,0 days 12:20:00,9,12:20
Bangalore,2025-07-09,AI,762.99,1,0 days 13:40:00,9,13:40
Bangalore,2025-07-09,EY,797.37,1,0 days 13:00:00,9,13:00
Bangalore,2025-07-09,KU,803.46,1,0 days 12:00:00,9,12:00
Bangalore,2025-07-09,B6,825.77,1,0 days 12:20:00,7,12:20
Bangalore,2025-07-09,EY,840.37,1,0 days 12:55:00,9,12:55
Bangalore,2025-07-09,QR,854.94,2,0 days 01:29:00,9,01:29
Bangalore,2025-07-09,ET,914.51,1,0 days 16:40:00,7,16:40
Bangalore,2025-07-09,KL,925.24,1,0 days 07:40:00,9,07:40
Bangalore,2025-07-09,EY,958.37,1,0 days 13:00:00,9,13:00
Bangalore,2025-07-09,AF,983.53,2,0 days 06:50:00,6,06:50
Bangalore,2025-07-09,AF,992.47,2,0 days 07:15:00,9,07:15
Bangalore,2025-07-09,EY,1002.37,1,0 days 12:55:00,9,12:55
Bangalore,2025-07-09,KL,1038.35,2,0 days 07:20:00,9,07:20
Bangalore,2025-07-09,AF,1038.47,2,0 days 07:35:00,8,07:35
Bangalore,2025-07-09,AF,1038.65,2,0 days 07:35:00,8,07:35
Bangalore,2025-07-09,KL,1128.86,2,0 days 07:20:00,9,07:20
Bangalore,2025-07-09,TK,1983.31,2,0 days 10:05:00,4,10:05
Bangalore,2025-07-09,EK,3021.17,1,0 days 12:45:00,7,12:45
Bangalore,2025-07-09,UA,6012.27,2,0 days 07:35:00,9,07:35
Singapore,2025-07-09,KE,460.07,2,0 days 02:20:00,9,02:20
Singapore,2025-07-09,B6,466.78,2,0 days 06:00:00,1,06:00
Singapore,2025-07-09,B6,469.56,2,0 days 06:00:00,1,06:00
Singapore,2025-07-09,B6,475.69,2,0 days 06:00:00,1,06:00
Singapore,2025-07-09,AS,539.41,2,0 days 06:01:00,3,06:01
Singapore,2025-07-09,B6,545.54,2,0 days 06:16:00,1,06:16
Singapore,2025-07-09,CX,569.28,1,0 days 15:50:00,9,15:50
Singapore,2025-07-09,CX,569.28,1,0 days 15:55:00,9,15:55
Singapore,2025-07-09,CX,570.22,1,0 days 15:55:00,9,15:55
Singapore,2025-07-09,AS,683.56,2,0 days 06:15:00,3,06:15
Singapore,2025-07-09,B6,683.56,2,0 days 05:40:00,1,05:40
Singapore,2025-07-09,AS,689.69,2,0 days 06:15:00,3,06:15
Singapore,2025-07-09,UL,779.91,2,0 days 12:55:00,8,12:55
Singapore,2025-07-09,KE,799.92,2,0 days 02:23:00,3,02:23
Singapore,2025-07-09,CI,838.92,1,0 days 16:00:00,9,16:00
Singapore,2025-07-09,AS,847.56,2,0 days 06:19:00,7,06:19
Singapore,2025-07-09,AS,852.41,2,0 days 06:25:00,7,06:25
Singapore,2025-07-09,AI,853.14,1,0 days 13:40:00,5,13:40
Singapore,2025-07-09,AS,853.69,2,0 days 06:19:00,7,06:19
Singapore,2025-07-09,BR,854.92,1,0 days 15:55:00,9,15:55
Singapore,2025-07-09,QR,943.17,1,0 days 12:20:00,9,12:20
Singapore,2025-07-09,QR,943.17,1,0 days 12:25:00,9,12:25
Singapore,2025-07-09,CX,986.28,1,0 days 15:40:00,9,15:40
Singapore,2025-07-09,EY,1009.37,1,0 days 12:55:00,9,12:55
Singapore,2025-07-09,EK,1031.37,1,0 days 12:45:00,9,12:45
Singapore,2025-07-09,PR,1045.2,1,0 days 16:25:00,9,16:25
Singapore,2025-07-09,B6,1046.77,1,0 days 12:15:00,7,12:15
Singapore,2025-07-09,B6,1046.77,1,0 days 12:20:00,7,12:20
Singapore,2025-07-09,QR,1095.59,2,0 days 01:29:00,9,01:29
Singapore,2025-07-09,QR,1095.59,2,0 days 01:28:00,9,01:28
Singapore,2025-07-09,TK,1146.68,1,0 days 10:05:00,9,10:05
Singapore,2025-07-09,TK,1260.68,1,0 days 09:45:00,9,09:45
Singapore,2025-07-09,6X,1751.87,1,0 days 04:00:00,9,04:00
Singapore,2025-07-09,6X,1751.87,1,0 days 05:50:00,9,05:50
Singapore,2025-07-09,6X,1751.87,1,0 days 06:45:00,9,06:45
Singapore,2025-07-09,LH,2601.68,1,0 days 08:00:00,9,08:00
Singapore,2025-07-09,SQ,3100.99,0,0 days 21:55:00,9,21:55
Singapore,2025-07-09,LX,3220.68,1,0 days 07:55:00,9,07:55
Singapore,2025-07-09,LX,3433.59,1,0 days 07:55:00,9,07:55
Singapore,2025-07-09,EK,3758.37,1,0 days 12:35:00,7,12:35
Singapore,2025-07-09,SQ,3852.88,0,0 days 19:15:00,9,19:15
Singapore,2025-07-09,MH,4095.58,1,0 days 07:15:00,9,07:15
Singapore,2025-07-09,CX,4318.53,1,0 days 15:50:00,9,15:50
Singapore,2025-07-09,SQ,5045.63,1,0 days 07:45:00,9,07:45
Singapore,2025-07-09,NH,5511.06,1,0 days 14:00:00,9,14:00
Singapore,2025-07-09,MU,5726.22,1,0 days 15:00:00,9,15:00
Tel Aviv,2025-07-09,H4,406.99,1,0 days 09:00:00,9,09:00
Tel Aviv,2025-07-09,AT,494.55,1,0 days 07:05:00,9,07:05
Tel Aviv,2025-07-09,IB,500.37,1,0 days 07:55:00,4,07:55
Tel Aviv,2025-07-09,LY,692.03,0,0 days 10:20:00,9,10:20
Tel Aviv,2025-07-09,LY,692.03,0,0 days 10:21:00,9,10:21
Tel Aviv,2025-07-09,B6,712.57,0,0 days 10:21:00,7,10:21
Tel Aviv,2025-07-09,AZ,764.63,1,0 days 08:35:00,9,08:35
Tel Aviv,2025-07-09,AZ,764.63,1,0 days 08:40:00,9,08:40
Tel Aviv,2025-07-09,IB,772.25,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-09,EY,778.37,1,0 days 13:00:00,9,13:00
Tel Aviv,2025-07-09,AC,800.1,1,0 days 01:36:00,9,01:36
Tel Aviv,2025-07-09,LY,801.03,0,0 days 10:50:00,9,10:50
Tel Aviv,2025-07-09,AC,805.84,1,0 days 01:45:00,9,01:45
Tel Aviv,2025-07-09,AC,805.84,1,0 days 01:46:00,9,01:46
Tel Aviv,2025-07-09,EY,821.37,1,0 days 12:55:00,9,12:55
Tel Aviv,2025-07-09,LX,842.22,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-09,SN,848.85,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-09,LH,854.28,1,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-09,SN,854.28,1,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-09,LH,864.17,1,0 days 05:00:00,9,05:00
Tel Aviv,2025-07-09,LH,864.17,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-09,LH,864.17,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-09,SN,867.99,2,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-09,AF,870.63,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-09,AF,870.63,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-09,LO,874.39,1,0 days 08:45:00,9,08:45
Tel Aviv,2025-07-09,TP,878.22,1,0 days 07:00:00,4,07:00
Tel Aviv,2025-07-09,LO,888.0,2,0 days 08:45:00,9,08:45
Tel Aviv,2025-07-09,B6,993.22,2,0 days 01:35:00,4,01:35
Tel Aviv,2025-07-09,LO,1107.99,1,0 days 08:30:00,4,08:30
Tel Aviv,2025-07-09,B6,1149.03,1,0 days 01:20:00,9,01:20
Tel Aviv,2025-07-09,AF,1194.31,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-09,AF,1194.31,1,0 days 07:15:00,9,07:15
Tel Aviv,2025-07-09,AF,1194.31,1,0 days 07:40:00,9,07:40
Tel Aviv,2025-07-09,KL,1237.51,1,0 days 07:20:00,9,07:20
Tel Aviv,2025-07-09,OS,1298.98,1,0 days 08:10:00,9,08:10
Tel Aviv,2025-07-09,AF,1324.31,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-09,AF,1324.31,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-09,AF,1324.31,1,0 days 07:15:00,9,07:15
Tel Aviv,2025-07-09,LO,1341.39,1,0 days 08:45:00,3,08:45
Tel Aviv,2025-07-09,ET,1355.5,1,0 days 16:40:00,7,16:40
Tel Aviv,2025-07-09,ET,1485.5,1,0 days 16:40:00,7,16:40
Tel Aviv,2025-07-09,LY,1892.03,1,0 days 01:21:00,4,01:21
Tel Aviv,2025-07-09,LY,1892.03,1,0 days 01:25:00,9,01:25
Tel Aviv,2025-07-09,EK,2735.17,1,0 days 12:35:00,7,12:35
San Francisco,2025-07-10,F9,160.33,1,0 days 05:42:00,3,05:42
San Francisco,2025-07-10,F9,160.33,1,0 days 02:55:00,3,02:55
San Francisco,2025-07-10,SY,163.55,1,0 days 03:09:00,4,03:09
San Francisco,2025-07-10,F9,165.18,1,0 days 04:01:00,3,04:01
San Francisco,2025-07-10,F9,165.18,1,0 days 02:28:00,3,02:28
San Francisco,2025-07-10,SY,168.4,1,0 days 03:09:00,4,03:09
San Francisco,2025-07-10,B6,172.35,0,0 days 06:43:00,1,06:43
San Francisco,2025-07-10,AS,180.75,1,0 days 06:25:00,3,06:25
San Francisco,2025-07-10,B6,210.33,1,0 days 03:09:00,1,03:09
San Francisco,2025-07-10,AS,226.45,1,0 days 06:25:00,3,06:25
San Francisco,2025-07-10,AS,230.75,1,0 days 06:01:00,3,06:01
San Francisco,2025-07-10,AS,292.55,1,0 days 06:21:00,7,06:21
San Francisco,2025-07-10,AS,301.35,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-10,HA,301.35,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-10,AS,309.23,1,0 days 06:15:00,3,06:15
San Francisco,2025-07-10,AS,323.73,1,0 days 06:01:00,3,06:01
San Francisco,2025-07-10,AS,323.73,1,0 days 06:15:00,3,06:15
San Francisco,2025-07-10,HA,336.63,1,0 days 06:21:00,7,06:21
San Francisco,2025-07-10,AS,366.2,1,0 days 06:21:00,3,06:21
San Francisco,2025-07-10,HA,367.8,1,0 days 06:01:00,7,06:01
San Francisco,2025-07-10,HA,367.8,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-10,AS,371.23,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-10,AS,403.83,1,0 days 06:25:00,3,06:25
San Francisco,2025-07-10,AS,416.18,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-10,AS,429.08,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-10,HA,438.23,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-10,HA,481.75,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-10,HA,511.85,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-10,HA,516.7,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-10,AS,563.45,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-10,B6,624.73,1,0 days 01:29:00,1,01:29
San Francisco,2025-07-10,B6,624.73,1,0 days 01:21:00,1,01:21
San Francisco,2025-07-10,B6,738.88,0,0 days 06:36:00,7,06:36
San Francisco,2025-07-10,B6,767.7,1,0 days 03:17:00,1,03:17
San Francisco,2025-07-10,B6,1014.95,1,0 days 01:20:00,1,01:20
San Francisco,2025-07-10,HA,1868.7,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-10,AS,4306.6,1,0 days 02:54:00,3,02:54
San Francisco,2025-07-10,AS,4311.45,1,0 days 02:53:00,3,02:53
London,2025-07-10,A1,213.63,0,0 days 07:00:00,9,07:00
London,2025-07-10,FI,290.75,1,0 days 05:45:00,9,05:45
London,2025-07-10,FI,306.35,1,0 days 05:45:00,9,05:45
London,2025-07-10,FI,306.35,1,0 days 05:50:00,9,05:50
London,2025-07-10,VS,309.93,0,0 days 07:15:00,9,07:15
London,2025-07-10,VS,309.93,0,0 days 07:20:00,9,07:20
London,2025-07-10,VS,309.93,0,0 days 07:25:00,9,07:25
London,2025-07-10,B6,309.93,0,0 days 07:31:00,1,07:31
London,2025-07-10,VS,309.93,1,0 days 01:25:00,9,01:25
London,2025-07-10,TP,317.82,1,0 days 07:00:00,9,07:00
London,2025-07-10,AC,320.04,1,0 days 01:46:00,9,01:46
London,2025-07-10,KL,332.43,0,0 days 07:10:00,4,07:10
London,2025-07-10,KL,332.43,0,0 days 07:15:00,9,07:15
London,2025-07-10,KL,332.43,0,0 days 07:20:00,9,07:20
London,2025-07-10,KL,332.43,0,0 days 07:25:00,9,07:25
London,2025-07-10,AF,332.43,0,0 days 07:20:00,9,07:20
London,2025-07-10,UA,336.83,1,0 days 07:35:00,9,07:35
London,2025-07-10,UA,336.83,1,0 days 07:55:00,9,07:55
London,2025-07-10,VS,337.17,1,0 days 07:20:00,9,07:20
London,2025-07-10,VS,337.17,1,0 days 07:25:00,9,07:25
London,2025-07-10,VS,351.45,1,0 days 07:20:00,9,07:20
London,2025-07-10,VS,351.45,1,0 days 07:25:00,9,07:25
London,2025-07-10,AZ,353.68,1,0 days 08:35:00,9,08:35
London,2025-07-10,AZ,353.68,1,0 days 08:40:00,9,08:40
London,2025-07-10,VS,375.93,0,0 days 07:10:00,9,07:10
London,2025-07-10,FI,382.35,1,0 days 05:50:00,9,05:50
London,2025-07-10,FI,382.35,1,0 days 05:50:00,1,05:50
London,2025-07-10,FI,383.75,1,0 days 05:45:00,9,05:45
London,2025-07-10,TP,386.03,1,0 days 07:00:00,9,07:00
London,2025-07-10,AF,390.32,1,0 days 07:40:00,8,07:40
London,2025-07-10,VS,392.82,1,0 days 07:15:00,9,07:15
London,2025-07-10,VS,392.82,1,0 days 07:35:00,9,07:35
London,2025-07-10,UA,399.04,1,0 days 01:45:00,9,01:45
London,2025-07-10,UA,399.04,1,0 days 01:46:00,8,01:46
